,item_code,planned_qty,receipt_date,release_date,lead_time,order_type,urgency_status
3768,TBV-100,96,2023-03-28,2023-02-26,30,Production Order,
3769,TBV-100,48,2023-03-29,2023-02-27,30,Production Order,
3770,TBV-100,96,2023-03-30,2023-02-28,30,Production Order,
3771,TBV-100,48,2023-04-01,2023-03-02,30,Production Order,
3772,TBV-100,48,2023-04-02,2023-03-03,30,Production Order,
3773,TBV-100,108,2023-04-03,2023-03-04,30,Production Order,
3774,TBV-100,156,2023-04-04,2023-03-05,30,Production Order,
3775,TBV-100,108,2023-04-05,2023-03-06,30,Production Order,
3776,TBV-100,156,2023-04-06,2023-03-07,30,Production Order,
3777,TBV-100,72,2023-04-07,2023-03-08,30,Production Order,
3778,TBV-100,48,2023-04-08,2023-03-09,30,Production Order,
3779,TBV-100,96,2023-04-10,2023-03-11,30,Production Order,
3780,TBV-100,204,2023-04-11,2023-03-12,30,Production Order,
3781,TBV-100,96,2023-04-12,2023-03-13,30,Production Order,
3782,TBV-100,96,2023-04-13,2023-03-14,30,Production Order,
3783,TBV-100,228,2023-04-14,2023-03-15,30,Production Order,
3784,TBV-100,48,2023-04-15,2023-03-16,30,Production Order,
3785,TBV-100,144,2023-04-16,2023-03-17,30,Production Order,
3786,TBV-100,48,2023-04-17,2023-03-18,30,Production Order,
3787,TBV-100,48,2023-04-18,2023-03-19,30,Production Order,
3788,TBV-100,156,2023-04-19,2023-03-20,30,Production Order,
3789,TBV-100,132,2023-04-20,2023-03-21,30,Production Order,
3790,TBV-100,180,2023-04-21,2023-03-22,30,Production Order,
3791,TBV-100,96,2023-04-22,2023-03-23,30,Production Order,
3792,TBV-100,108,2023-04-23,2023-03-24,30,Production Order,
3793,TBV-100,120,2023-04-24,2023-03-25,30,Production Order,
3794,TBV-100,108,2023-04-25,2023-03-26,30,Production Order,
3795,TBV-100,48,2023-04-26,2023-03-27,30,Production Order,
3796,TBV-100,48,2023-04-27,2023-03-28,30,Production Order,
3797,MIB-113,50,2022-12-29,2022-10-30,60,Production Order,urgent
3798,MIB-113,470,2022-12-31,2022-11-01,60,Production Order,urgent
3799,MIB-113,110,2023-01-04,2022-11-05,60,Production Order,urgent
3800,MIB-113,100,2023-01-05,2022-11-06,60,Production Order,urgent
3801,MIB-113,50,2023-01-06,2022-11-07,60,Production Order,urgent
3802,MIB-113,50,2023-01-07,2022-11-08,60,Production Order,urgent
3803,MIB-113,60,2023-01-13,2022-11-14,60,Production Order,urgent
3804,MIB-113,50,2023-01-14,2022-11-15,60,Production Order,urgent
3805,MIB-113,50,2023-01-19,2022-11-20,60,Production Order,urgent
3806,MIB-113,50,2023-01-21,2022-11-22,60,Production Order,urgent
3807,MIB-113,50,2023-01-23,2022-11-24,60,Production Order,urgent
3808,MIB-113,60,2023-01-24,2022-11-25,60,Production Order,urgent
3809,MIB-113,60,2023-01-28,2022-11-29,60,Production Order,urgent
3810,MIB-113,50,2023-01-29,2022-11-30,60,Production Order,urgent
3811,MIB-113,60,2023-02-03,2022-12-05,60,Production Order,urgent
3812,MIB-113,50,2023-02-05,2022-12-07,60,Production Order,urgent
3813,MIB-113,60,2023-02-11,2022-12-13,60,Production Order,urgent
3814,MIB-113,90,2023-02-22,2022-12-24,60,Production Order,urgent
3815,MIB-113,100,2023-02-23,2022-12-25,60,Production Order,urgent
3816,MIB-113,110,2023-02-24,2022-12-26,60,Production Order,urgent
3817,MIB-113,50,2023-02-25,2022-12-27,60,Production Order,urgent
3818,MIB-113,140,2023-03-02,2023-01-01,60,Production Order,urgent
3819,MIB-113,50,2023-03-03,2023-01-02,60,Production Order,
3820,MIB-113,50,2023-03-04,2023-01-03,60,Production Order,
3821,MIB-113,50,2023-03-07,2023-01-06,60,Production Order,
3822,MIB-113,160,2023-03-09,2023-01-08,60,Production Order,
3823,MIB-113,100,2023-03-10,2023-01-09,60,Production Order,
3824,MIB-113,50,2023-03-12,2023-01-11,60,Production Order,
3825,MIB-113,50,2023-03-13,2023-01-12,60,Production Order,
3826,MIB-113,50,2023-03-17,2023-01-16,60,Production Order,
3827,MIB-113,50,2023-03-19,2023-01-18,60,Production Order,
3828,MIB-113,50,2023-03-20,2023-01-19,60,Production Order,
3829,MIB-113,50,2023-03-22,2023-01-21,60,Production Order,
3830,MIB-113,50,2023-03-27,2023-01-26,60,Production Order,
3831,MIB-113,100,2023-03-28,2023-01-27,60,Production Order,
3832,MIB-113,50,2023-04-04,2023-02-03,60,Production Order,
3833,MIB-113,50,2023-04-05,2023-02-04,60,Production Order,
3834,MIB-113,160,2023-04-06,2023-02-05,60,Production Order,
3835,MIB-113,70,2023-04-07,2023-02-06,60,Production Order,
3836,MIB-113,50,2023-04-08,2023-02-07,60,Production Order,
3837,MIB-113,100,2023-04-10,2023-02-09,60,Production Order,
3838,MIB-113,130,2023-04-11,2023-02-10,60,Production Order,
3839,MIB-113,100,2023-04-12,2023-02-11,60,Production Order,
3840,MIB-113,50,2023-04-13,2023-02-12,60,Production Order,
3841,MIB-113,50,2023-04-15,2023-02-14,60,Production Order,
3842,MIB-113,50,2023-04-18,2023-02-17,60,Production Order,
3843,MIB-113,50,2023-04-19,2023-02-18,60,Production Order,
3844,MIB-113,50,2023-04-20,2023-02-19,60,Production Order,
3845,MIB-113,60,2023-04-21,2023-02-20,60,Production Order,
3846,MIB-113,60,2023-04-23,2023-02-22,60,Production Order,
3847,PCC-101,14,2022-12-25,2022-12-04,21,Production Order,urgent
3848,PCC-101,14,2022-12-26,2022-12-05,21,Production Order,urgent
3849,PCC-101,14,2022-12-27,2022-12-06,21,Production Order,urgent
3850,PCC-101,14,2022-12-29,2022-12-08,21,Production Order,urgent
3851,PCC-101,14,2022-12-31,2022-12-10,21,Production Order,urgent
3852,PCC-101,14,2023-01-01,2022-12-11,21,Production Order,urgent
3853,PCC-101,14,2023-01-03,2022-12-13,21,Production Order,urgent
3854,PCC-101,14,2023-01-06,2022-12-16,21,Production Order,urgent
3855,PCC-101,14,2023-01-10,2022-12-20,21,Production Order,urgent
3856,PCC-101,14,2023-01-14,2022-12-24,21,Production Order,urgent
3857,PCC-101,14,2023-01-17,2022-12-27,21,Production Order,urgent
3858,PCC-101,14,2023-01-18,2022-12-28,21,Production Order,urgent
3859,PCC-101,14,2023-01-19,2022-12-29,21,Production Order,urgent
3860,PCC-101,14,2023-01-25,2023-01-04,21,Production Order,
3861,PCC-101,14,2023-01-28,2023-01-07,21,Production Order,
3862,PCC-101,14,2023-01-31,2023-01-10,21,Production Order,
3863,PCC-101,14,2023-02-02,2023-01-12,21,Production Order,
3864,PCC-101,14,2023-02-05,2023-01-15,21,Production Order,
3865,PCC-101,14,2023-02-06,2023-01-16,21,Production Order,
3866,PCC-101,14,2023-02-09,2023-01-19,21,Production Order,
3867,PCC-101,14,2023-02-14,2023-01-24,21,Production Order,
3868,PCC-101,14,2023-02-18,2023-01-28,21,Production Order,
3869,PCC-101,14,2023-02-19,2023-01-29,21,Production Order,
3870,PCC-101,14,2023-02-21,2023-01-31,21,Production Order,
3871,PCC-101,14,2023-02-23,2023-02-02,21,Production Order,
3872,PCC-101,14,2023-02-26,2023-02-05,21,Production Order,
3873,PCC-101,14,2023-02-27,2023-02-06,21,Production Order,
3874,PCC-101,14,2023-03-01,2023-02-08,21,Production Order,
3875,PCC-101,14,2023-03-04,2023-02-11,21,Production Order,
3876,PCC-101,14,2023-03-06,2023-02-13,21,Production Order,
3877,PCC-101,14,2023-03-09,2023-02-16,21,Production Order,
3878,PCC-101,14,2023-03-15,2023-02-22,21,Production Order,
3879,PCC-101,14,2023-03-18,2023-02-25,21,Production Order,
3880,PCC-101,14,2023-03-21,2023-02-28,21,Production Order,
3881,PCC-101,14,2023-03-24,2023-03-03,21,Production Order,
3882,PCC-101,14,2023-03-26,2023-03-05,21,Production Order,
3883,PCC-101,14,2023-03-30,2023-03-09,21,Production Order,
3884,PCC-101,14,2023-04-01,2023-03-11,21,Production Order,
3885,PCC-101,14,2023-04-02,2023-03-12,21,Production Order,
3886,PCC-101,14,2023-04-03,2023-03-13,21,Production Order,
3887,PCC-101,14,2023-04-06,2023-03-16,21,Production Order,
3888,PCC-101,14,2023-04-09,2023-03-19,21,Production Order,
3889,PCC-101,14,2023-04-14,2023-03-24,21,Production Order,
3890,PCC-101,14,2023-04-17,2023-03-27,21,Production Order,
3891,PCC-101,14,2023-04-19,2023-03-29,21,Production Order,
3892,PCC-101,14,2023-04-20,2023-03-30,21,Production Order,
3893,CPK-105,84,2022-12-27,2022-12-24,3,Production Order,urgent
3894,CPK-105,48,2022-12-31,2022-12-28,3,Production Order,urgent
3895,GRS-110,50,2022-12-24,2022-11-24,30,Production Order,urgent
3896,GRS-110,190,2022-12-25,2022-11-25,30,Production Order,urgent
3897,GRS-110,185,2022-12-27,2022-11-27,30,Production Order,urgent
3898,GRS-110,150,2022-12-31,2022-12-01,30,Production Order,urgent
3899,GRS-110,95,2023-01-01,2022-12-02,30,Production Order,urgent
3900,GRS-110,50,2023-01-02,2022-12-03,30,Production Order,urgent
3901,GRS-110,85,2023-01-03,2022-12-04,30,Production Order,urgent
3902,GRS-110,40,2023-01-04,2022-12-05,30,Production Order,urgent
3903,GRS-110,50,2023-01-08,2022-12-09,30,Production Order,urgent
3904,GRS-110,55,2023-01-09,2022-12-10,30,Production Order,urgent
3905,GRS-110,100,2023-01-10,2022-12-11,30,Production Order,urgent
3906,GRS-110,65,2023-01-13,2022-12-14,30,Production Order,urgent
3907,GRS-110,110,2023-01-14,2022-12-15,30,Production Order,urgent
3908,GRS-110,50,2023-01-15,2022-12-16,30,Production Order,urgent
3909,GRS-110,175,2023-01-17,2022-12-18,30,Production Order,urgent
3910,GRS-110,50,2023-01-19,2022-12-20,30,Production Order,urgent
3911,GRS-110,100,2023-01-20,2022-12-21,30,Production Order,urgent
3912,GRS-110,50,2023-01-22,2022-12-23,30,Production Order,urgent
3913,GRS-110,105,2023-01-23,2022-12-24,30,Production Order,urgent
3914,GRS-110,60,2023-01-24,2022-12-25,30,Production Order,urgent
3915,GRS-110,50,2023-01-25,2022-12-26,30,Production Order,urgent
3916,GRS-110,40,2023-01-26,2022-12-27,30,Production Order,urgent
3917,GRS-110,75,2023-01-28,2022-12-29,30,Production Order,urgent
3918,GRS-110,55,2023-01-30,2022-12-31,30,Production Order,urgent
3919,GRS-110,45,2023-01-31,2023-01-01,30,Production Order,urgent
3920,GRS-110,130,2023-02-01,2023-01-02,30,Production Order,
3921,GRS-110,160,2023-02-02,2023-01-03,30,Production Order,
3922,GRS-110,60,2023-02-05,2023-01-06,30,Production Order,
3923,GRS-110,55,2023-02-07,2023-01-08,30,Production Order,
3924,GRS-110,45,2023-02-08,2023-01-09,30,Production Order,
3925,GRS-110,85,2023-02-09,2023-01-10,30,Production Order,
3926,GRS-110,105,2023-02-11,2023-01-12,30,Production Order,
3927,GRS-110,115,2023-02-14,2023-01-15,30,Production Order,
3928,GRS-110,35,2023-02-15,2023-01-16,30,Production Order,
3929,GRS-110,40,2023-02-16,2023-01-17,30,Production Order,
3930,GRS-110,145,2023-02-18,2023-01-19,30,Production Order,
3931,GRS-110,100,2023-02-19,2023-01-20,30,Production Order,
3932,GRS-110,115,2023-02-20,2023-01-21,30,Production Order,
3933,GRS-110,50,2023-02-21,2023-01-22,30,Production Order,
3934,GRS-110,45,2023-02-22,2023-01-23,30,Production Order,
3935,GRS-110,105,2023-02-25,2023-01-26,30,Production Order,
3936,GRS-110,135,2023-02-26,2023-01-27,30,Production Order,
3937,GRS-110,115,2023-02-27,2023-01-28,30,Production Order,
3938,GRS-110,90,2023-02-28,2023-01-29,30,Production Order,
3939,GRS-110,50,2023-03-03,2023-02-01,30,Production Order,
3940,GRS-110,85,2023-03-04,2023-02-02,30,Production Order,
3941,GRS-110,160,2023-03-05,2023-02-03,30,Production Order,
3942,GRS-110,100,2023-03-06,2023-02-04,30,Production Order,
3943,GRS-110,110,2023-03-08,2023-02-06,30,Production Order,
3944,GRS-110,50,2023-03-09,2023-02-07,30,Production Order,
3945,GRS-110,90,2023-03-11,2023-02-09,30,Production Order,
3946,GRS-110,50,2023-03-13,2023-02-11,30,Production Order,
3947,GRS-110,55,2023-03-15,2023-02-13,30,Production Order,
3948,GRS-110,50,2023-03-16,2023-02-14,30,Production Order,
3949,GRS-110,105,2023-03-17,2023-02-15,30,Production Order,
3950,GRS-110,50,2023-03-18,2023-02-16,30,Production Order,
3951,GRS-110,55,2023-03-19,2023-02-17,30,Production Order,
3952,GRS-110,55,2023-03-20,2023-02-18,30,Production Order,
3953,GRS-110,50,2023-03-23,2023-02-21,30,Production Order,
3954,GRS-110,155,2023-03-24,2023-02-22,30,Production Order,
3955,GRS-110,50,2023-03-25,2023-02-23,30,Production Order,
3956,GRS-110,45,2023-03-28,2023-02-26,30,Production Order,
3957,GRS-110,55,2023-03-30,2023-02-28,30,Production Order,
3958,GRS-110,90,2023-03-31,2023-03-01,30,Production Order,
3959,GRS-110,50,2023-04-01,2023-03-02,30,Production Order,
3960,GRS-110,165,2023-04-02,2023-03-03,30,Production Order,
3961,GRS-110,170,2023-04-03,2023-03-04,30,Production Order,
3962,GRS-110,105,2023-04-04,2023-03-05,30,Production Order,
3963,GRS-110,200,2023-04-06,2023-03-07,30,Production Order,
3964,GRS-110,130,2023-04-07,2023-03-08,30,Production Order,
3965,GRS-110,100,2023-04-08,2023-03-09,30,Production Order,
3966,GRS-110,50,2023-04-09,2023-03-10,30,Production Order,
3967,GRS-110,85,2023-04-11,2023-03-12,30,Production Order,
3968,GRS-110,50,2023-04-14,2023-03-15,30,Production Order,
3969,GRS-110,50,2023-04-15,2023-03-16,30,Production Order,
3970,GRS-110,110,2023-04-16,2023-03-17,30,Production Order,
3971,GRS-110,55,2023-04-17,2023-03-18,30,Production Order,
3972,GRS-110,100,2023-04-19,2023-03-20,30,Production Order,
3973,GRS-110,95,2023-04-20,2023-03-21,30,Production Order,
3974,GRS-110,50,2023-04-22,2023-03-23,30,Production Order,
3975,RIM-427,18,2022-12-26,2022-12-19,7,Production Order,urgent
3976,RIM-427,188,2022-12-27,2022-12-20,7,Production Order,urgent
3977,RIM-427,124,2022-12-30,2022-12-23,7,Production Order,urgent
3978,RIM-427,228,2022-12-31,2022-12-24,7,Production Order,urgent
3979,RIM-427,92,2023-01-02,2022-12-26,7,Production Order,urgent
3980,RIM-427,96,2023-01-03,2022-12-27,7,Production Order,urgent
3981,RIM-427,100,2023-01-04,2022-12-28,7,Production Order,urgent
3982,RIM-427,120,2023-01-06,2022-12-30,7,Production Order,urgent
3983,RIM-427,26,2023-01-07,2022-12-31,7,Production Order,urgent
3984,RIM-427,100,2023-01-09,2023-01-02,7,Production Order,
3985,RIM-427,124,2023-01-12,2023-01-05,7,Production Order,
3986,RIM-427,8,2023-01-16,2023-01-09,7,Production Order,
3987,RIM-427,59,2023-01-17,2023-01-10,7,Production Order,
3988,RIM-427,44,2023-01-21,2023-01-14,7,Production Order,
3989,RIM-427,158,2023-01-24,2023-01-17,7,Production Order,
3990,RIM-427,106,2023-01-25,2023-01-18,7,Production Order,
3991,RIM-427,156,2023-01-28,2023-01-21,7,Production Order,
3992,RIM-427,116,2023-01-29,2023-01-22,7,Production Order,
3993,RIM-427,44,2023-02-05,2023-01-29,7,Production Order,
3994,RIM-427,66,2023-02-06,2023-01-30,7,Production Order,
3995,RIM-427,106,2023-02-12,2023-02-05,7,Production Order,
3996,RIM-427,88,2023-02-13,2023-02-06,7,Production Order,
3997,RIM-427,120,2023-02-23,2023-02-16,7,Production Order,
3998,RIM-427,124,2023-02-25,2023-02-18,7,Production Order,
3999,RIM-427,100,2023-02-28,2023-02-21,7,Production Order,
4000,RIM-427,100,2023-03-01,2023-02-22,7,Production Order,
4001,RIM-427,148,2023-03-02,2023-02-23,7,Production Order,
4002,RIM-427,59,2023-03-03,2023-02-24,7,Production Order,
4003,RIM-427,126,2023-03-06,2023-02-27,7,Production Order,
4004,RIM-427,156,2023-03-07,2023-02-28,7,Production Order,
4005,RIM-427,108,2023-03-14,2023-03-07,7,Production Order,
4006,RIM-427,108,2023-03-24,2023-03-17,7,Production Order,
4007,RIM-427,104,2023-03-25,2023-03-18,7,Production Order,
4008,RIM-427,78,2023-03-27,2023-03-20,7,Production Order,
4009,RIM-427,86,2023-03-30,2023-03-23,7,Production Order,
4010,RIM-427,96,2023-04-01,2023-03-25,7,Production Order,
4011,RIM-427,204,2023-04-03,2023-03-27,7,Production Order,
4012,RIM-427,124,2023-04-04,2023-03-28,7,Production Order,
4013,RIM-427,128,2023-04-11,2023-04-04,7,Production Order,
4014,RIM-427,100,2023-04-13,2023-04-06,7,Production Order,
4015,RIM-427,126,2023-04-14,2023-04-07,7,Production Order,
4016,RIM-427,152,2023-04-16,2023-04-09,7,Production Order,
4017,RIM-427,96,2023-04-17,2023-04-10,7,Production Order,
4018,RIM-427,104,2023-04-22,2023-04-15,7,Production Order,
4019,RIM-427,92,2023-04-23,2023-04-16,7,Production Order,
4020,RIM-427,132,2023-04-24,2023-04-17,7,Production Order,
4021,RIM-427,39,2023-04-26,2023-04-19,7,Production Order,
4022,CPK-115,72,2022-12-27,2022-12-24,3,Production Order,urgent
4023,CPK-115,100,2022-12-31,2022-12-28,3,Production Order,urgent
4024,CPK-115,48,2023-01-02,2022-12-30,3,Production Order,urgent
4025,CPK-115,52,2023-01-03,2022-12-31,3,Production Order,urgent
4026,CPK-115,56,2023-01-13,2023-01-10,3,Production Order,
4027,CPK-115,56,2023-01-14,2023-01-11,3,Production Order,
4028,CPK-115,60,2023-01-17,2023-01-14,3,Production Order,
4029,CPK-115,56,2023-01-20,2023-01-17,3,Production Order,
4030,CPK-115,60,2023-01-24,2023-01-21,3,Production Order,
4031,CPK-115,44,2023-01-28,2023-01-25,3,Production Order,
4032,CPK-115,60,2023-02-02,2023-01-30,3,Production Order,
4033,CPK-115,56,2023-02-11,2023-02-08,3,Production Order,
4034,CPK-115,48,2023-02-14,2023-02-11,3,Production Order,
4035,CPK-115,40,2023-02-16,2023-02-13,3,Production Order,
4036,CPK-115,48,2023-02-18,2023-02-15,3,Production Order,
4037,CPK-115,52,2023-02-20,2023-02-17,3,Production Order,
4038,CPK-115,64,2023-02-27,2023-02-24,3,Production Order,
4039,CPK-115,48,2023-02-28,2023-02-25,3,Production Order,
4040,CPK-115,52,2023-03-03,2023-02-28,3,Production Order,
4041,CPK-115,48,2023-03-05,2023-03-02,3,Production Order,
4042,CPK-115,52,2023-03-06,2023-03-03,3,Production Order,
4043,CPK-115,32,2023-03-11,2023-03-08,3,Production Order,
4044,CPK-115,48,2023-03-17,2023-03-14,3,Production Order,
4045,CPK-115,52,2023-03-24,2023-03-21,3,Production Order,
4046,CPK-115,48,2023-03-31,2023-03-28,3,Production Order,
4047,CPK-115,92,2023-04-02,2023-03-30,3,Production Order,
4048,CPK-115,48,2023-04-04,2023-04-01,3,Production Order,
4049,CPK-115,80,2023-04-06,2023-04-03,3,Production Order,
4050,CPK-115,76,2023-04-07,2023-04-04,3,Production Order,
4051,CPK-115,36,2023-04-11,2023-04-08,3,Production Order,
4052,CPK-115,52,2023-04-14,2023-04-11,3,Production Order,
4053,CPK-115,56,2023-04-16,2023-04-13,3,Production Order,
4054,CPK-115,40,2023-04-19,2023-04-16,3,Production Order,
4055,RIM-429,55,2022-12-28,2022-12-21,7,Production Order,urgent
4056,RIM-429,160,2022-12-29,2022-12-22,7,Production Order,urgent
4057,RIM-429,240,2022-12-30,2022-12-23,7,Production Order,urgent
4058,RIM-429,44,2023-01-01,2022-12-25,7,Production Order,urgent
4059,RIM-429,62,2023-01-03,2022-12-27,7,Production Order,urgent
4060,RIM-429,114,2023-01-04,2022-12-28,7,Production Order,urgent
4061,RIM-429,67,2023-01-05,2022-12-29,7,Production Order,urgent
4062,RIM-429,100,2023-01-06,2022-12-30,7,Production Order,urgent
4063,RIM-429,102,2023-01-07,2022-12-31,7,Production Order,urgent
4064,RIM-429,110,2023-01-08,2023-01-01,7,Production Order,urgent
4065,RIM-429,100,2023-01-09,2023-01-02,7,Production Order,
4066,RIM-429,106,2023-01-10,2023-01-03,7,Production Order,
4067,RIM-429,100,2023-01-11,2023-01-04,7,Production Order,
4068,RIM-429,86,2023-01-13,2023-01-06,7,Production Order,
4069,RIM-429,36,2023-01-14,2023-01-07,7,Production Order,
4070,RIM-429,130,2023-01-17,2023-01-10,7,Production Order,
4071,RIM-429,100,2023-01-18,2023-01-11,7,Production Order,
4072,RIM-429,78,2023-01-20,2023-01-13,7,Production Order,
4073,RIM-429,100,2023-01-22,2023-01-15,7,Production Order,
4074,RIM-429,100,2023-01-25,2023-01-18,7,Production Order,
4075,RIM-429,100,2023-01-27,2023-01-20,7,Production Order,
4076,RIM-429,96,2023-01-28,2023-01-21,7,Production Order,
4077,RIM-429,100,2023-01-31,2023-01-24,7,Production Order,
4078,RIM-429,202,2023-02-01,2023-01-25,7,Production Order,
4079,RIM-429,102,2023-02-02,2023-01-26,7,Production Order,
4080,RIM-429,116,2023-02-03,2023-01-27,7,Production Order,
4081,RIM-429,100,2023-02-04,2023-01-28,7,Production Order,
4082,RIM-429,72,2023-02-06,2023-01-30,7,Production Order,
4083,RIM-429,100,2023-02-08,2023-02-01,7,Production Order,
4084,RIM-429,270,2023-02-11,2023-02-04,7,Production Order,
4085,RIM-429,36,2023-02-15,2023-02-08,7,Production Order,
4086,RIM-429,202,2023-02-17,2023-02-10,7,Production Order,
4087,RIM-429,100,2023-02-20,2023-02-13,7,Production Order,
4088,RIM-429,224,2023-02-22,2023-02-15,7,Production Order,
4089,RIM-429,130,2023-02-23,2023-02-16,7,Production Order,
4090,RIM-429,72,2023-02-24,2023-02-17,7,Production Order,
4091,RIM-429,120,2023-02-25,2023-02-18,7,Production Order,
4092,RIM-429,100,2023-02-26,2023-02-19,7,Production Order,
4093,RIM-429,104,2023-02-28,2023-02-21,7,Production Order,
4094,RIM-429,124,2023-03-02,2023-02-23,7,Production Order,
4095,RIM-429,110,2023-03-03,2023-02-24,7,Production Order,
4096,RIM-429,100,2023-03-06,2023-02-27,7,Production Order,
4097,RIM-429,41,2023-03-09,2023-03-02,7,Production Order,
4098,RIM-429,196,2023-03-11,2023-03-04,7,Production Order,
4099,RIM-429,78,2023-03-13,2023-03-06,7,Production Order,
4100,RIM-429,100,2023-03-18,2023-03-11,7,Production Order,
4101,RIM-429,100,2023-03-20,2023-03-13,7,Production Order,
4102,RIM-429,200,2023-03-22,2023-03-15,7,Production Order,
4103,RIM-429,108,2023-03-23,2023-03-16,7,Production Order,
4104,RIM-429,100,2023-03-26,2023-03-19,7,Production Order,
4105,RIM-429,100,2023-03-30,2023-03-23,7,Production Order,
4106,RIM-429,108,2023-04-02,2023-03-26,7,Production Order,
4107,RIM-429,100,2023-04-04,2023-03-28,7,Production Order,
4108,RIM-429,100,2023-04-05,2023-03-29,7,Production Order,
4109,RIM-429,328,2023-04-14,2023-04-07,7,Production Order,
4110,RIM-429,42,2023-04-16,2023-04-09,7,Production Order,
4111,RIM-429,206,2023-04-19,2023-04-12,7,Production Order,
4112,RIM-429,78,2023-04-20,2023-04-13,7,Production Order,
4113,RIM-429,232,2023-04-21,2023-04-14,7,Production Order,
4114,RIM-429,100,2023-04-22,2023-04-15,7,Production Order,
4115,RIM-429,104,2023-04-24,2023-04-17,7,Production Order,
4116,RIM-429,120,2023-04-25,2023-04-18,7,Production Order,
4117,RIM-429,82,2023-04-27,2023-04-20,7,Production Order,
4118,DCL-140,40,2022-12-23,2022-12-09,14,Production Order,urgent
4119,DCL-140,80,2022-12-24,2022-12-10,14,Production Order,urgent
4120,DCL-140,60,2022-12-25,2022-12-11,14,Production Order,urgent
4121,DCL-140,60,2022-12-26,2022-12-12,14,Production Order,urgent
4122,DCL-140,40,2022-12-27,2022-12-13,14,Production Order,urgent
4123,DCL-140,80,2022-12-29,2022-12-15,14,Production Order,urgent
4124,DCL-140,60,2022-12-30,2022-12-16,14,Production Order,urgent
4125,DCL-140,120,2022-12-31,2022-12-17,14,Production Order,urgent
4126,DCL-140,160,2023-01-02,2022-12-19,14,Production Order,urgent
4127,DCL-140,40,2023-01-04,2022-12-21,14,Production Order,urgent
4128,DCL-140,60,2023-01-05,2022-12-22,14,Production Order,urgent
4129,DCL-140,40,2023-01-06,2022-12-23,14,Production Order,urgent
4130,DCL-140,60,2023-01-07,2022-12-24,14,Production Order,urgent
4131,DCL-140,60,2023-01-14,2022-12-31,14,Production Order,urgent
4132,DCL-140,120,2023-01-15,2023-01-01,14,Production Order,urgent
4133,DCL-140,40,2023-01-16,2023-01-02,14,Production Order,
4134,DCL-140,100,2023-01-18,2023-01-04,14,Production Order,
4135,DCL-140,100,2023-01-19,2023-01-05,14,Production Order,
4136,DCL-140,60,2023-01-20,2023-01-06,14,Production Order,
4137,DCL-140,160,2023-01-21,2023-01-07,14,Production Order,
4138,DCL-140,40,2023-01-23,2023-01-09,14,Production Order,
4139,DCL-140,60,2023-01-25,2023-01-11,14,Production Order,
4140,DCL-140,40,2023-01-26,2023-01-12,14,Production Order,
4141,DCL-140,40,2023-01-27,2023-01-13,14,Production Order,
4142,DCL-140,60,2023-01-28,2023-01-14,14,Production Order,
4143,DCL-140,100,2023-01-30,2023-01-16,14,Production Order,
4144,DCL-140,40,2023-01-31,2023-01-17,14,Production Order,
4145,DCL-140,60,2023-02-03,2023-01-20,14,Production Order,
4146,DCL-140,40,2023-02-04,2023-01-21,14,Production Order,
4147,DCL-140,80,2023-02-06,2023-01-23,14,Production Order,
4148,DCL-140,40,2023-02-07,2023-01-24,14,Production Order,
4149,DCL-140,60,2023-02-08,2023-01-25,14,Production Order,
4150,DCL-140,40,2023-02-13,2023-01-30,14,Production Order,
4151,DCL-140,100,2023-02-14,2023-01-31,14,Production Order,
4152,DCL-140,40,2023-02-17,2023-02-03,14,Production Order,
4153,DCL-140,100,2023-02-18,2023-02-04,14,Production Order,
4154,DCL-140,60,2023-02-19,2023-02-05,14,Production Order,
4155,DCL-140,200,2023-02-21,2023-02-07,14,Production Order,
4156,DCL-140,100,2023-02-23,2023-02-09,14,Production Order,
4157,DCL-140,180,2023-02-26,2023-02-12,14,Production Order,
4158,DCL-140,60,2023-02-27,2023-02-13,14,Production Order,
4159,DCL-140,60,2023-03-01,2023-02-15,14,Production Order,
4160,DCL-140,60,2023-03-02,2023-02-16,14,Production Order,
4161,DCL-140,100,2023-03-05,2023-02-19,14,Production Order,
4162,DCL-140,60,2023-03-07,2023-02-21,14,Production Order,
4163,DCL-140,40,2023-03-10,2023-02-24,14,Production Order,
4164,DCL-140,40,2023-03-13,2023-02-27,14,Production Order,
4165,DCL-140,40,2023-03-14,2023-02-28,14,Production Order,
4166,DCL-140,60,2023-03-16,2023-03-02,14,Production Order,
4167,DCL-140,40,2023-03-19,2023-03-05,14,Production Order,
4168,DCL-140,160,2023-03-21,2023-03-07,14,Production Order,
4169,DCL-140,60,2023-03-25,2023-03-11,14,Production Order,
4170,DCL-140,40,2023-03-26,2023-03-12,14,Production Order,
4171,DCL-140,60,2023-03-29,2023-03-15,14,Production Order,
4172,DCL-140,100,2023-03-30,2023-03-16,14,Production Order,
4173,DCL-140,40,2023-03-31,2023-03-17,14,Production Order,
4174,DCL-140,100,2023-04-01,2023-03-18,14,Production Order,
4175,DCL-140,60,2023-04-03,2023-03-20,14,Production Order,
4176,DCL-140,40,2023-04-08,2023-03-25,14,Production Order,
4177,DCL-140,120,2023-04-10,2023-03-27,14,Production Order,
4178,DCL-140,100,2023-04-17,2023-04-03,14,Production Order,
4179,DCL-140,40,2023-04-18,2023-04-04,14,Production Order,
4180,DCL-140,80,2023-04-20,2023-04-06,14,Production Order,
4181,DCL-140,40,2023-04-22,2023-04-08,14,Production Order,
